,Public Food Key,Classification,Food Name,Total calories(kcal),Protein,Total Fat,Total dietary fibre,Alcohol,Total sugars,Carbohydrates,Sodium (Na),Saturated fatty acids,Monounsaturated fatty acids,Polyunsaturated fatty acids,Trans fatty acids,Cholesterol,Categories,Food Description
93,F008405,11504,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,"Soft drinks, cola, intense sweetened","Decaffeinated, carbonated, non-alcoholic beverage containing water, intense sweeteners, cola flavour and colours."
94,F008421,11603,"Soft drink, energy drink, Red Bull",43.50,0.10,0.00,0.00,0.00,10.80,10.80,71.00,0.00,0.00,0.00,0.00,0.00,Energy drinks,"Carbonated, non-alcoholic water-based flavoured beverage containing added caffeine, taurine, glucuronolactone, inositol, niacinamide, pantothenic acid, vitamins B6 and B12."
95,F008424,11603,"Soft drink, energy drink, V",43.50,0.10,0.00,0.00,0.00,10.80,10.80,110.00,0.00,0.00,0.00,0.00,0.00,Energy drinks,"Carbonated, non-alcoholic water-based flavoured beverage containing added caffeine, taurine, guarana, inositol, glucoronolactone, pantothenic acid, vitamins B2, B3, B6 and B12. May also contain ginkgo bilboa extract."
96,F008438,11501,"Soft drink, lemonade and fruit flavours",34.18,0.00,0.00,0.00,0.00,8.80,8.80,14.00,0.00,0.00,0.00,0.00,0.00,"Soft drinks, non-cola ","Carbonated, non-alcoholic beverage prepared from water, sugar and citric acid."
97,F008439,11502,"Soft drink, lemonade and fruit flavours, intense sweetened or diet",0.24,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,"Soft drinks, non-cola, intense sweetened ","Carbonated, non-alcoholic beverage prepared from water, intense sweetener, fruit flavours and colours."
98,F008460,11501,"Soft drink, tonic water",33.94,0.00,0.00,0.00,0.00,8.80,8.80,12.00,0.00,0.00,0.00,0.00,0.00,"Soft drinks, non-cola ","Carbonated, non-alcoholic beverage prepared from water and sugar with added quinine."
99,F008461,11502,"Soft drink, tonic water, intense sweetened or diet",0.24,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,"Soft drinks, non-cola, intense sweetened ","Carbonated, non-alcoholic beverage prepared from water and intense sweetener with added quinine."
100,F009117,11101,"Tea, green, plain, without milk",1.67,0.20,0.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"Tea, regular, caffeinated, prepared with water","Beverage prepared by brewing green, unfermented tea leaves in hot water, either as loose tea leaves or encased in porous teabags. Tea is not decaffeinated or flavoured. Does not contain added milk or sugar."
101,F009125,11101,"Tea, regular, black, brewed from leaf or teabags, without milk",0.48,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tea, regular, caffeinated, prepared with water","Beverage prepared by brewing black tea leaves (dried, fermented leaves of Camellia sinensis) in hot water, either as loose tea leaves or encased in porous teabags. Tea is not decaffeinated or flavoured. Does not contain added milk or sugar."
102,F009115,11103,"Tea, decaffeinated, black, brewed from leaf or teabags, without milk",1.43,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Tea, regular, decaffeinated, prepared with water or milk","Beverage prepared by brewing black decaffeinated tea leaves (dried, fermented leaves of Chrysanthemum species) in hot water, either as loose tea leaves or encased in porous teabags. Tea is not flavoured. Does not contain added milk or sugar."
103,F009516,11702,"Water, bottled, still",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,Purchased packaged water including mineral water,"Still, non-carbonated water bottled prior to sale. May include spring water."
104,F009527,11701,"Water, tap",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,"Domestic water (including tap, tank/rain water)","Water as supplied through the municipal water system. Values are approximations of those reported across Australia, and may vary according to location or time of year."
105,F008377,11702,"Water, soda",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,Purchased packaged water including mineral water,Carbonated water.
106,F001152,13204,"Biscuit, savoury, rice cracker, plain",373.33,9.60,3.30,1.60,0.00,1.70,75.30,660.00,30.10,47.03,21.63,0.40,0.00,"Savoury biscuits, rice based (includes rice cakes)","Commercially prepared savoury biscuit made predominantly from rice flour, without added flavourings."
107,F001153,13204,"Biscuit, savoury, rice cracker, seaweed flavoured",354.92,9.60,1.20,1.60,0.00,1.70,75.30,660.00,33.54,33.02,31.00,0.40,0.00,"Savoury biscuits, rice based (includes rice cakes)","Commercially prepared savoury biscuit made predominantly from rice flour, with added seaweed flavourings."
108,F001151,13204,"Biscuit, savoury, rice cracker, flavoured (excluding cheese or seaweed)",426.63,9.60,9.30,2.00,0.00,1.70,75.30,660.00,20.16,58.55,19.93,0.40,0.00,"Savoury biscuits, rice based (includes rice cakes)","Savoury biscuit made predominantly from rice flour, with added flavourings such as BBQ, chicken and salt and vinegar. Does not include seaweed, cheese or sour cream flavoured rice crackers."
109,F001122,13202,"Biscuit, savoury, from white wheat flour, cheese-flavoured",492.11,12.00,24.20,2.90,0.00,3.20,56.40,871.00,48.74,39.64,11.10,0.50,10.00,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g","Commercially prepared savoury small biscuit made from white wheat flour, with added fat and cheese flavourings."
110,F001125,13202,"Biscuit, savoury, from white wheat flour, flavoured (excluding cheese)",496.65,9.60,24.50,2.00,0.00,5.20,59.70,854.00,42.29,45.36,12.26,0.40,8.00,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g","Commercially prepared savoury small biscuit made from white wheat flour, with added fat and flavourings other than cheese."
111,F001126,13202,"Biscuit, savoury, from white wheat flour, plain snack cracker style",482.55,7.70,20.70,3.40,0.00,6.70,66.30,609.00,46.09,40.45,13.17,0.80,1.00,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g","Commercially prepared, small, plain savoury biscuit made from white wheat flour and added fat, sprinkled with salt."
112,F001123,13202,"Biscuit, savoury, from white wheat flour, flaky cracker style",483.27,10.50,20.70,3.00,0.00,3.60,63.60,639.00,49.20,36.60,12.90,1.40,7.00,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g","Commercially prepared, square, plain savoury biscuit made from white wheat flour, with a flaky or layered texture."
113,F001133,13201,"Biscuit, savoury, from white wheat flour, water cracker style",421.37,11.90,9.20,2.80,0.00,1.70,71.90,611.00,60.75,27.15,12.45,0.40,3.00,"Savoury biscuits, wheat based, plain, energy ?1800 kJ per 100 g","Commercially prepared round, savoury biscuits made from white wheat flour and water."
114,F001137,13201,"Biscuit, savoury, from wholemeal wheat flour, crispbread",376.43,9.80,8.80,9.10,0.00,1.30,63.70,412.00,13.85,49.95,34.60,0.40,0.00,"Savoury biscuits, wheat based, plain, energy ?1800 kJ per 100 g","Commercially prepared savoury thin, flat, biscuit made from wholemeal wheat flour (plain varieties)."
115,F001135,13201,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed",366.63,13.10,3.80,7.60,0.00,1.50,69.10,364.00,26.65,25.40,48.85,0.40,0.00,"Savoury biscuits, wheat based, plain, energy ?1800 kJ per 100 g","Commercially prepared savoury thin, flat rectangle of puffed, toasted dry bread made from wholemeal wheat flour, some with added bran, malt or rye."
116,F001165,13101,"Biscuit, sweet, Anzac style, homemade from basic ingredients",464.15,4.70,22.40,3.10,0.00,41.10,63.20,210.00,0.00,0.00,0.00,0.00,31.00,"Sweet biscuits, plain or flavoured including short bread varieties","Home prepared crunchy oat biscuit prepared from common household ingredients including rolled oats, wheat flour, coconut, fat and golden syrup."
117,F001168,13106,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated",520.08,5.90,29.40,0.60,0.00,42.00,60.60,117.00,55.06,35.72,7.88,1.00,14.00,"Sweet biscuits, chocolate-coated, chocolate or cream filled","Commercially prepared sweet biscuit, generally chocolate flavoured, sandwiched with sweetened creamy mint filling and coated in chocolate."
118,F001170,13105,"Biscuit, sweet, chocolate chip",468.21,6.40,22.50,1.60,0.00,27.90,61.40,299.00,60.01,31.48,6.92,1.20,14.00,"Sweet biscuits, chocolate-coated, chocolate chip ",Commercially prepared sweet biscuit with added chocolate chips.
119,F001215,13101,"Biscuit, sweet, plain",430.69,6.20,15.50,2.00,0.00,25.70,67.50,289.00,50.84,36.98,11.20,1.20,8.00,"Sweet biscuits, plain or flavoured including short bread varieties","Commercially prepared sweet plain biscuit, made without added flavourings, chocolate, fruit or nuts."
120,F001234,13106,"Biscuit, sweet, sandwich, cream filling, chocolate-coated",499.28,5.30,25.70,1.40,0.00,45.00,64.20,172.00,59.35,31.79,7.49,1.00,14.00,"Sweet biscuits, chocolate-coated, chocolate or cream filled","Commercially prepared sweet biscuit, generally chocolate flavoured, sandwiched with sweetened creamy filling and coated in chocolate."
121,F001233,13104,"Biscuit, sweet, sandwich, cream & jam filling",468.45,4.20,22.50,1.80,0.00,33.50,64.10,260.00,52.60,36.50,9.50,1.30,24.00,"Sweet biscuits, cream-filled ","Commercially prepared, non-chocolate flavoured sweet biscuit sandwiched with jam and sweetened creamy filling."
122,F001251,13101,"Biscuit, sweet, wheatmeal",401.29,7.60,11.70,5.60,0.00,21.60,67.00,423.00,11.50,61.00,23.15,1.20,18.00,"Sweet biscuits, plain or flavoured including short bread varieties",Commercially prepared sweet biscuit made from wheat flour with added wheatmeal.
123,F003095,13101,"Cone, wafer style, for ice cream",346.32,7.90,2.30,3.20,0.00,0.30,72.30,327.00,26.90,14.70,58.40,0.90,0.00,"Sweet biscuits, plain or flavoured including short bread varieties","Wafer shaped into a cone or similar shape, used for serving ice cream."
124,F001683,12201,"Breadcrumbs, white",353.73,14.20,3.80,4.30,0.00,4.00,64.80,664.00,0.00,0.00,0.00,0.00,0.00,"Breads, and bread rolls, white, mandatorily fortified",Crisp crumbs crushed from white bread which has been dried and packaged before sale. Contains added folic acid and iodised salt.
125,F001387,12203,"Bread, damper, from white flour, homemade",252.87,7.50,5.50,3.30,0.00,2.90,42.90,630.00,66.90,22.50,7.60,1.50,21.00,"Breads, and bread rolls, white, not stated as to fortification","Round, chemically leavened bread with a thick rough crust and soft inner crumb. Homemade from basic ingredients such as white wheat flour, salt, water or milk and sugar."
126,F001420,12302,"Bread, flat, white, commercial",255.74,9.50,2.10,3.70,0.00,3.10,49.10,498.00,34.00,37.60,26.90,1.10,0.00,"Flat breads (e.g. Pita bread), wheat based","Flat bread made from white wheat flour. Includes a range of styles, including Lebanese, pita, naan, tortillas, mountain bread and wraps. May vary in diameter. Contains added folic acid, iodised salt and thiamin. Ready to eat."
127,F001404,12302,"Bread, flat (pita or Lebanese), wholemeal, commercial",244.50,8.60,2.00,6.40,0.00,3.10,47.20,470.00,24.75,29.70,45.55,0.80,0.00,"Flat breads (e.g. Pita bread), wheat based","Double layered, Middle Eastern style flat bread made from wholemeal wheat flour with a small amount of crumb adhering to both crusts. May vary in diameter. Contains added folic acid, iodised salt and thiamin."
128,F001463,12201,"Bread, from white flour",231.84,9.60,1.80,2.90,0.00,2.70,43.80,449.00,16.70,40.23,42.10,1.10,0.00,"Breads, and bread rolls, white, mandatorily fortified","Commercially prepared, sliced or unsliced bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added folic acid and iodine, in addition to thiamin. Ready to eat."
129,F001541,12201,"Bread, from white flour, toasted",275.81,11.40,2.10,3.50,0.00,3.20,52.10,534.00,0.00,0.00,0.00,0.00,0.00,"Breads, and bread rolls, white, mandatorily fortified","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added folic acid and iodine, in addition to thiamin. Cooked by toasting after purchase."
130,F001466,12202,"Bread, from white flour, added calcium",231.84,9.60,1.80,2.90,0.00,2.70,43.80,442.00,16.70,40.23,42.10,1.10,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread flour and other permitted ingredients. Contains added calcium, folic acid, iodised salt and thiamin."
131,F001467,12202,"Bread, from white flour, added calcium, toasted",269.60,11.10,2.10,3.40,0.00,3.10,50.90,514.00,0.00,0.00,0.00,0.00,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread flour and other permitted ingredients. Contains added calcium, folic acid, iodised salt and thiamin. Cooked by toasting after purchase."
132,F001468,12202,"Bread, from white flour, added fibre",229.68,9.40,1.70,6.40,0.00,2.50,43.60,448.00,17.10,38.70,43.15,1.50,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added fibre and/or added high amylose maize starch, folic acid, iodised salt and thiamin."
133,F001479,12202,"Bread, from white flour, added fibre, toasted",273.42,11.20,2.00,7.70,0.00,3.00,51.90,534.00,0.00,0.00,0.00,0.00,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added fibre and/or added high amylose maize starch, folic acid, iodised salt and thiamin. Cooked by toasting after purchase."
134,F001482,12202,"Bread, from white flour, added iron",231.84,9.60,1.80,2.90,0.00,2.70,43.80,447.00,16.70,40.23,42.10,1.10,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added iron salts, folic acid, iodised salt and thiamin."
135,F001483,12202,"Bread, from white flour, added iron, toasted",269.60,11.10,2.10,3.40,0.00,3.10,50.90,520.00,0.00,0.00,0.00,0.00,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added iron salts, folic acid, iodised salt and thiamin. Cooked by toasting after purchase."
136,F001484,12202,"Bread, from white flour, added omega-3 polyunsaturates",243.55,8.90,2.10,3.10,0.00,2.40,46.60,448.00,26.52,33.68,38.74,0.90,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added omega-3 fatty acids, folic acid, iodised salt and thiamin."
137,F001485,12202,"Bread, from white flour, added omega-3 polyunsaturates, toasted",283.22,10.40,2.50,3.60,0.00,2.80,54.20,521.00,0.00,0.00,0.00,0.00,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added omega-3 fatty acids, folic acid and iodised salt and thiamin. Cooked by toasting after purchase."
138,F001543,12202,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe",239.01,8.30,2.30,6.50,0.00,3.80,45.70,410.00,17.20,40.20,41.70,1.10,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten Jackaroo brand bread-making flour specifically formulated in conjunction with the Northern Territory Government. Contains added vitamins B1 and folate, iron and other permitted ingredients."
139,F001544,12202,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted",281.31,9.80,2.70,7.60,0.00,4.50,53.80,482.00,0.00,0.00,0.00,0.00,0.00,"Breads, and bread rolls, white, additional voluntary fortification","Commercially prepared bread made from white, wheaten Jackaroo brand bread-making flour specifically formulated in conjunction with the Northern Territory Government. Contains added vitamins B1 and folate, iron and other permitted ingredients. Cooked by toasting after purchase."
140,F001528,12201,"Bread, from white flour, Italian-style, commercial",248.33,9.00,2.50,3.90,0.00,2.00,46.80,500.00,20.00,50.70,27.70,1.00,0.00,"Breads, and bread rolls, white, mandatorily fortified","Commercially prepared, Italian style bread made from white, wheaten bread-making flour and other permitted ingredients. Contains added folic acid, iodised salt and thiamin."
